name,O,OH,U_param,spin,oxidation_states_A,oxidation_states_B,electronegativity_A,electronegativity_B,Tolerance_factor,Octahedral_factor,ionic_ration_AO,ionic_ration_BO,Diff_A_O,Diff_B_O,Z_1,atomic_radius_1,mendeleev_no_1,common_oxidation_states_1,X_1,thermal_conductivity_1,average_ionic_radius_1,atomic_orbitals_1,s_filling,s_center,s_sigma_c,s_skewness,s_kurtosis,dz2_filling,dz2_center,dz2_sigma_c,dz2_skewness,dz2_kurtosis,dzx_filling,dzx_center,dzx_sigma_c,dzx_skewness,dzx_kurtosis,dzy_filling,dzy_center,dzy_sigma_c,dzy_skewness,dzy_kurtosis,dx2_y2_filling,dx2_y2_center,dx2_y2_sigma_c,dx2_y2_skewness,dx2_y2_kurtosis,dxy_filling,dxy_center,dxy_sigma_c,dxy_skewness,dxy_kurtosis,pz_filling,pz_center,pz_sigma_c,pz_skewness,pz_kurtosis,px_filling,px_center,px_sigma_c,px_skewness,px_kurtosis,py_filling,py_center,py_sigma_c,py_skewness,py_kurtosis,eg_ratio
CaRbV2O6,0.28444701,,3.25,1,3,5,0.91,1.63,0.923143086,0.617063492,1.111111111,0.617063492,-2.53,-1.81,15.1,1.045,73.9,0.1,2.572,32.015948,1.1915,-0.685657,0.997401156,-31.84096027,4.254885188,6.19427739,42.22064213,0.327427775,-0.339154719,5.19002142,-1.491877947,5.331761874,0.281538358,0.019037228,2.258173846,-1.378404941,4.575632006,0.29011787,0.027211968,2.268709075,-1.345361807,4.528881744,0.330433811,0.034338718,5.191447217,-1.53200682,5.42991501,0.268960362,0.01058593,2.248145399,-1.409324412,4.625281777,0.884357354,-2.590395728,2.099919726,-0.705604667,12.29112417,0.816702278,-3.418225916,3.940439277,-1.144636413,21.74966895,0.888326725,-2.588845746,2.10659526,-0.669135401,12.2947582,0.442271284
LaCaSc2O6,5.02305501,0.395072695,0,1,5,3,1.05,1.36,0.796442883,0.702380952,0.917460317,0.702380952,-2.39,-2.08,16.7,1.055,69.3,-0.1,2.546,24.515948,1.1642,-0.5814772,0.968796016,-33.41588798,8.496154565,4.074822966,18.16381789,0.962660991,-4.729391724,5.563846276,-1.309589272,3.315672712,0.21364134,3.841548151,3.456346672,-1.343416153,3.902259967,0.218887256,3.800944003,3.498423468,-1.283031218,3.770417357,0.952606063,-4.502442246,5.57534492,-1.384479511,3.352787353,0.215505432,3.875412782,3.489331872,-1.329365257,3.833653294,0.763314463,-0.777875826,2.391185052,1.240639872,7.773139034,0.909727761,-1.568620809,1.414170741,1.467105829,17.09714077,0.75171834,-0.719420278,2.465793157,1.252889284,7.322456377,0.682994062
Sr2Sn2O6,4.23377601,1.061601695,0,1,4,-4,0.95,1.96,0.872887797,0.658730159,1.047619048,0.658730159,-2.49,-1.48,22.4,1.05,80.2,-1.6,2.646,20.415948,1.186,-1.7231476,0.807167763,-25.11628082,16.94387735,1.467264595,3.201142281,0.979419908,-18.61403649,6.024013686,2.834080418,10.56525568,0.973341863,-19.12897864,5.577747518,4.387214043,21.74695586,0.978339705,-19.27681721,5.181711915,4.646767068,24.4915822,0.97993462,-18.5949217,6.101833593,2.891475343,11.0681676,0.96807105,-18.96835705,5.992839474,4.15927568,19.52749684,0.784082718,-0.055814248,4.394243223,1.389698504,4.554340653,0.673483161,-0.157479447,6.619449495,0.432064631,2.659956236,0.769685188,0.112487539,4.592419414,1.351833031,4.245264037,0.413997124
BaTlNb2O6,-1.12966499,-1.016259305,0,1,3,5,1.255,1.6,0.908105283,0.650793651,1.120039683,0.650793651,-2.185,-1.84,26.7,1.055,80.4,0.1,2.635,17.215948,1.20225,-0.9705545,0.979580212,-15.18811596,4.274631277,2.014085186,14.97929629,0.423779,-1.374223361,6.817703316,-1.044710103,3.345257366,0.261581927,0.144338386,2.827517396,-1.295804561,4.093650316,0.284430285,0.174173712,2.851244418,-1.25247597,4.027085466,0.422641313,-0.80075898,6.968974078,-1.033712873,3.326863467,0.247107604,0.132845063,2.81749471,-1.312959222,4.146163832,0.827385354,-2.870794492,2.880437027,0.766097747,5.744427338,0.886371181,-4.4082499,4.052101454,-0.665047088,17.0653494,0.833064609,-2.887641364,2.878823886,0.812458028,5.958494294,0.479830819
Tl2Ta2O6,0.43713001,-0.720851305,0,1,2,5,1.62,1.5,0.881333813,0.650793651,1.057539683,0.650793651,-1.82,-1.94,35.6,1.03,86.6,0,2.688,20.615948,1.1865,-0.614784,0.984764714,-3.590110929,2.852634538,-1.135134299,6.622247077,0.993560954,-9.004722379,5.271259022,-1.047494703,2.616597701,0.251088489,0.705120612,3.210096619,-1.140943222,2.891131715,0.257515333,0.613297506,3.231415175,-1.070040987,2.784686021,0.996812666,-8.659937835,5.345585503,-1.122186575,2.583388511,0.251077709,0.692518933,3.188777126,-1.183405906,2.91427401,0.861629142,-2.60301568,2.435166325,0.660784777,3.452682749,0.998782793,-5.28405545,1.206069608,-1.161163962,26.69670575,0.868366259,-2.608548804,2.441793081,0.690156022,3.539762177,0.565207647
BaCaSc2O6,5.37330701,1.774034695,0,1,4,3,0.945,1.36,0.848857791,0.702380952,1.043650794,0.702380952,-2.495,-2.08,16.6,1.075,67.4,-0.2,2.525,25.015948,1.196,-0.5801506,0.923807411,-28.27488171,10.93874866,3.178852249,12.84018951,0.418526883,2.40760526,6.976958041,-1.18927034,3.760216972,0.098729373,5.299394298,2.706923609,-2.144703112,7.562097532,0.098372391,5.323460502,2.717378962,-2.1144477,7.49054962,0.515613685,1.283432877,7.178227504,-0.926006954,3.274113124,0.100173606,5.288652747,2.698587178,-2.169488218,7.627500249,0.657658989,-0.11146007,2.844423195,1.392302594,5.663686948,0.879126793,-1.311431305,1.84975553,2.922344519,17.60674599,0.656105048,-0.150143938,2.782380478,1.371611855,5.755869372,0.682452012
LaLiCu2O6,4.80376601,,0,1,4,2,1.04,1.9,0.780537101,0.650793651,0.822222222,0.650793651,-2.4,-1.54,16.6,0.97,79.5,-0.4,2.652,89.815948,1.1272,-0.5810057,0.990229009,-36.40980209,6.068659847,5.922684835,38.64342389,0.765875642,-2.754273773,3.572367835,-1.168937952,6.453080623,0.93222939,-2.755132639,1.708620217,0.352069253,4.564651395,0.928153034,-2.750283707,1.721023897,0.41181369,4.810602858,0.73703312,-2.754412928,3.565793096,-1.191085063,6.441810893,0.936067983,-2.755846468,1.708083029,0.35956222,4.659877732,0.763916064,-1.24652621,2.146527385,-0.366395016,11.76049261,0.700322786,-2.556446544,3.075006335,0.285523361,2.301083052,0.767938451,-1.250709368,2.138506669,-0.400420609,11.77744867,0.361016698
Ba2Mn2O6,3.88489401,,3.9,2,4,2,0.89,1.55,1.018974838,0.514550265,1.182539683,0.514550265,-2.55,-1.89,21,1.07,75.4,-0.4,2.552,5.175948,1.183666667,-0.5848378,0.773386287,-15.7332065,15.23652226,1.230610506,2.59676745,0.410495312,0.680077238,4.748633791,-0.847510659,4.400210353,0.498498242,0.206339892,4.30920186,0.227760138,2.223471884,0.49834478,0.182898032,4.270768346,0.182440183,2.075936021,0.40260634,0.651712412,4.712821123,-0.896665141,4.402464166,0.498199873,0.23481202,4.35155625,0.270427987,2.351801317,0.593964873,0.547933952,4.393770523,1.403960284,5.098696774,0.648445492,-0.060735358,5.740142429,1.072031288,5.647938984,0.594474635,0.562400072,4.434804933,1.438305314,5.219527606,0.36513143
Na2Ti2O6,5.13627501,2.326804695,0,1,2,4,0.93,1.54,0.810354417,0.675925926,0.920634921,0.675925926,-2.51,-1.9,11.4,1,73,-0.2,2.558,32.415948,1.158333333,-0.9689186,0.062639098,7.85658419,3.187370544,-3.321913735,16.23652575,0.267722376,3.432342587,5.880001457,-1.601057064,5.327163897,0.140499765,3.080748247,2.434917843,-1.693543508,4.914465776,0.138467432,3.090852008,2.447469343,-1.652781212,4.859689795,0.282870322,3.43427138,5.86796691,-1.617512404,5.345630458,0.140448556,3.071679882,2.424023199,-1.727967336,4.972904687,0.680214742,-0.449929042,2.78369888,1.478899759,8.502267447,0.808752044,-1.12514379,4.371260589,-0.52390809,14.05617345,0.677806783,-0.537880621,2.624882962,1.351970645,8.932959391,0.596484965
K2Nb2O6,2.27980501,0.360816695,0,1,2,5,0.82,1.6,0.945075409,0.650793651,1.206349206,0.650793651,-2.62,-1.84,16.8,1.09,73.2,0,2.548,30.815948,1.224,-0.9479188,0.968750444,-26.6962844,6.581959726,4.694269021,23.67602428,0.424581372,0.109661273,7.162791132,-0.958439449,3.059499992,0.23262884,1.358782715,2.916906276,-1.097331589,3.130817303,0.228906636,1.377204926,2.937953946,-1.056013621,3.10142342,0.414973415,0.820438132,7.291785786,-0.989948636,3.111315361,0.231497329,1.340820261,2.896628912,-1.137923847,3.161513889,0.832790477,-1.617267881,2.326405804,0.322137348,8.876860568,0.860068143,-2.707644224,4.569889365,-0.511662743,13.58956357,0.837923884,-1.545389921,2.465832112,0.648093984,8.749952237,0.534022832
BaSrTi2O6,3.70536201,0.873934695,0,1,4,4,0.92,1.54,0.89239443,0.675925926,1.115079365,0.675925926,-2.52,-1.9,18.6,1.055,73.7,0,2.556,9.715948,1.207333333,-0.7136668,0.993394659,-28.80936802,4.772496753,5.496829001,33.12076254,0.343200593,0.591488198,5.382539326,-1.550198864,5.368807225,0.149861907,1.458299725,2.264850778,-1.802370637,6.366045264,0.148156395,1.469375587,2.276245478,-1.764865505,6.274724387,0.318501733,1.344847968,5.357417839,-1.633760375,5.67484734,0.148096792,1.454987398,2.261740247,-1.808832163,6.422816676,0.895331633,-2.08425245,2.094569911,-0.399294246,12.88790966,0.878075442,-2.851259627,3.51581201,-1.185602322,23.84588764,0.889492325,-1.981949336,2.277472948,0.167292376,11.30670526,0.576700288
Sr2Pt2O6,3.14129901,1.132828695,0,1,4,2,0.95,2.28,0.883455446,0.638888889,1.047619048,0.638888889,-2.49,-1.16,28,1.03,77.2,-0.4,2.71,21.415948,1.181,-0.8461422,0.950150866,-31.315817,9.336650317,3.550974056,13.87121427,0.594613169,-2.806420463,5.898215975,-0.764324523,3.248139982,0.850995505,-2.912825878,2.477441101,0.219937185,2.864353843,0.83737284,-2.90626077,2.487310875,0.231330357,2.844249489,0.543864696,-2.794721622,5.881399906,-0.792769809,3.229873578,0.863214391,-2.918073874,2.469789839,0.212107586,2.889218775,0.887900396,-1.806323063,2.586490245,0.811823864,7.553417423,0.663284773,-2.815787832,4.594239568,0.624935768,1.96099709,0.878313051,-1.757546504,2.644127796,0.827062496,7.114646074,0.331386606
La2Cr2O6,1.94145301,-0.646335305,3.7,2,6,3,1.1,1.66,0.781674405,0.746031746,0.93015873,0.746031746,-2.34,-1.78,21,1.03,78.6,0,2.616,21.415948,1.1784,-0.5793528,0.995005846,-31.66308808,5.353895148,5.036590744,27.80401883,0.31677314,-0.094642838,5.110000692,-1.660411291,6.065176736,0.565952611,-0.307809877,3.753343762,-0.161878239,1.98587469,0.566523723,-0.319740072,3.752794284,-0.156003496,1.986521071,0.314764826,0.266324458,5.131162201,-1.662659203,6.098827105,0.5615356,-0.262034963,3.765791004,-0.174777616,1.976463402,0.921581854,-3.059463291,2.606954999,0.275980567,10.04360222,0.882540138,-3.972502349,3.308448689,-1.231535119,32.21636173,0.90743779,-2.959010398,2.719702627,0.373167335,8.938122366,0.256534069
BaRbY2O6,5.34056001,2.030685695,0,1,3,3,0.855,1.22,0.871585967,0.825396825,1.25,0.825396825,-2.585,-2.22,21.9,1.17,67.9,-0.3,2.479,11.015948,1.279,-0.9876438,0.959037526,-23.17451495,6.507701456,4.373275096,22.16477475,0.929516569,-3.480609197,5.216332673,-1.429631992,4.459736993,0.134002724,5.668763018,3.092298964,-1.805015075,5.235237788,0.130673104,5.702747501,3.088568986,-1.79498425,5.26906473,0.91310001,-3.295995543,5.176592968,-1.557530749,4.566994688,0.130997635,5.787497175,3.080907327,-1.85097755,5.412671731,0.653671122,-0.133071231,2.294378388,1.805866026,9.52719276,0.840912716,-1.208419861,2.345743982,-5.40681464,58.77252444,0.649814229,-0.081677984,2.371148381,1.791630792,8.911639188,0.681357984
Ba2Ru2O6,1.40869101,0.312121695,0,1,4,3,0.89,2.2,1.012255934,0.524603175,1.182539683,0.524603175,-2.55,-1.24,24.8,1.05,75.8,-0.2,2.682,27.615948,1.1862,-1.0722832,0.955012554,-24.27202711,7.389269309,3.549656663,14.11993408,0.440831647,-1.943767455,6.089216832,-1.043027695,3.699571492,0.728674051,-1.922805234,2.506716682,-0.445736608,4.030862587,0.709777034,-1.913195799,2.519670892,-0.419867819,4.012501614,0.446919812,-1.953174912,6.065355237,-1.068093639,3.713338954,0.738786469,-1.925475766,2.503528548,-0.449491372,4.056714311,0.888152853,-2.446694326,2.708467336,0.75611373,7.487129032,0.717774142,-3.085424899,4.256389044,0.911941403,2.4113427,0.876102736,-2.402441072,2.756060499,0.753101376,7.048481459,0.318254486
Na2Hf2O6,5.17109301,,0,1,2,4,0.93,1.3,0.810994507,0.674603175,0.920634921,0.674603175,-2.51,-2.14,21.4,1.03,72.8,-0.2,2.51,32.615948,1.158,-0.9687904,0.037421803,9.506430658,4.665821852,0.242768558,4.639075087,0.312921815,5.945271813,8.776845915,-1.120510554,3.197421814,0.131174119,6.623408364,4.769852294,0.258456287,4.387281744,0.131122432,6.554381599,4.669258612,0.172158285,4.359763499,0.324646184,5.920851306,8.748141553,-1.13689042,3.203669218,0.132430937,6.652264705,4.812390969,0.290364953,4.379175755,0.582798242,1.634871815,5.344904333,1.534978501,4.305541975,0.717111973,1.783014279,6.994531765,1.128895929,2.577689106,0.574309438,1.621720762,5.339713191,1.554698294,4.414895319,0.644128176
BaSrIr2O6,2.15768701,,0,1,4,3,0.92,2.2,0.930587443,0.607142857,1.115079365,0.607142857,-2.52,-1.24,29.6,1.045,76.7,-0.2,2.688,35.315948,1.19,-0.7193478,0.951311494,-28.10120629,8.451042046,3.543511051,14.18731795,0.476438957,-2.228094513,6.235012433,-0.8863405,3.307429712,0.78249897,-2.466385378,2.647252304,-0.230878893,2.899809818,0.764617308,-2.453676696,2.665674663,-0.198060166,2.915339581,0.459935505,-2.204156992,6.221694557,-0.91124094,3.296061185,0.793929551,-2.4710324,2.6414292,-0.236049094,2.938329703,0.890201228,-2.500135694,2.745942567,0.726667591,6.697654969,0.701070895,-3.386279765,4.767398831,0.793926398,2.132580805,0.878592178,-2.453847452,2.794403369,0.726364298,6.329671368,0.308387848
BaBiSc2O6,5.30544401,,0,1,5,3,1.455,1.36,0.831550982,0.702380952,1.001984127,0.702380952,-1.985,-2.08,22.9,1.055,74.5,-0.1,2.627,5.815948,1.1855,-0.6086224,0.913171564,-14.14421866,7.982747515,2.444679374,9.267799079,0.266151726,4.959840491,6.564669696,-1.690267155,5.339130738,0.096879192,5.257557206,2.724086371,-2.232790914,8.220082826,0.096302654,5.256056804,2.723435614,-2.23597954,8.206581403,0.273901199,4.937917734,6.551012128,-1.699708818,5.363164102,0.097001924,5.254517066,2.720172149,-2.246096244,8.258910441,0.654297555,0.123211593,3.290393355,1.32426985,5.226025422,0.819211837,-0.344573359,3.637495286,2.005021749,5.787897672,0.647605083,0.171982137,3.344525974,1.299112922,4.980762229,0.688864357
LaTlY2O6,4.23946001,,0,1,4,3,1.36,1.22,0.77236044,0.825396825,0.993849206,0.825396825,-2.08,-2.22,26.4,1.105,76.7,-0.2,2.58,9.315948,1.21445,-0.9039673,0.92388743,-17.14911172,4.054344742,2.49927239,17.80531045,0.965453737,-4.337378025,5.261027047,-1.56082522,3.81066159,0.772850274,-0.845418729,2.702128597,0.732713466,4.696893411,0.766976945,-0.798366284,2.719706541,0.665995149,4.465998433,0.957013541,-4.061911928,5.30741828,-1.59330098,3.855167652,0.786546376,-0.932797874,2.632484447,0.775297553,5.07513036,0.804455786,-0.980325089,1.583230579,-0.081062536,16.90709617,0.89066589,-1.491988768,2.571702326,-6.013658378,54.17336833,0.805725312,-1.030452374,1.490540675,-0.519690289,19.64997975,0.68443727
Na2Au2O6,4.77370901,,0,1,2,3,0.93,2.54,0.734419919,0.849206349,0.920634921,0.849206349,-2.51,-0.9,22.8,0.99,76.8,-0.4,2.758,92.015948,1.202,-0.9679642,0.044781323,7.773819051,2.72397227,-3.144423336,17.71483322,0.734565042,-3.534476814,5.385362621,-0.381296731,3.334138901,0.912048961,-3.884364774,2.27734384,1.438384295,6.224146439,0.904472851,-3.891467306,2.247449254,1.29070133,4.963643175,0.662021736,-3.582029013,5.315578373,-0.455598471,3.274478078,0.920770543,-3.885210426,2.280919627,1.482721987,6.665475818,0.73021067,-0.269488082,3.269823664,1.81341451,7.655685854,0.564595614,-1.182122128,5.444651441,0.658470507,2.489377444,0.72853436,-0.132628688,3.495084254,1.822186085,7.133944401,0.356555651
Ag2Zn2O6,4.58311401,,0,1,2,2,1.93,1.65,0.775394352,0.698412698,0.862433862,0.698412698,-1.51,-1.79,20.2,0.95,90,-0.6,2.78,110.015948,1.149333333,-1.2119802,0.143309013,4.484769183,3.954651696,-0.709414854,8.473060411,0.909515153,-4.918045308,3.551182884,0.683540182,10.16923195,0.920469706,-3.572233073,5.901169201,3.031017501,10.80797657,0.918815722,-3.542447264,5.951580009,3.000902038,10.60238789,0.921106013,-4.905477381,3.618651502,0.944344094,11.67722521,0.916297017,-3.45184719,6.120169624,2.934155096,10.17611849,0.62042241,0.899624376,5.211605055,1.75041934,5.489147401,0.614174361,1.212708627,7.394067079,0.974686662,2.581871759,0.620954585,0.894278417,5.218234392,1.772780297,5.61450858,0.395145995
Rb2In2O6,5.48107701,,0,1,2,3,0.82,1.78,0.938523546,0.746031746,1.317460317,0.746031746,-2.62,-1.66,22,1.14,78.2,-0.4,2.584,28.015948,1.276,-1.5623552,0.841509905,-17.64904897,12.97454224,1.84902208,4.531280567,0.438818212,3.962707332,10.31147126,-0.022240846,2.243658915,0.032170125,15.2083592,3.984722228,-2.693746023,11.62568325,0.034504674,14.9911938,4.054963879,-2.587892475,11.0549681,0.461972341,4.444601739,10.50254329,-0.074264973,2.135325574,0.031635408,15.27681346,3.972671331,-2.696421557,11.70897808,0.541502918,1.557173164,4.764165935,1.803259404,5.02733716,0.60481745,1.623217155,5.986184397,1.044376357,2.934715789,0.541284347,1.612553874,4.861336206,1.815603414,5.118595112,0.731821714
Ag2Ge2O6,3.87102101,,0,1,2,-4,1.93,2.01,0.817410795,0.611111111,0.862433862,0.611111111,-1.51,-1.43,20.6,0.93,91.6,-1.8,2.852,98.015948,1.127333333,-1.2527398,0.145069159,4.226662413,4.017988681,-1.732158822,8.762801216,0.976679886,-21.93882977,7.106003578,3.022419617,11.44274424,0.868905352,-18.53014912,13.46866512,2.055918294,5.360744345,0.868348976,-18.51436476,13.47461151,2.048493484,5.32885062,0.974255861,-21.81820198,7.43349284,3.058271309,11.79015245,0.861083514,-18.19366518,13.86658058,1.971257891,5.010119129,0.657377762,0.65194957,5.420771724,1.445388338,4.451527535,0.643276847,0.493228621,7.894059946,0.448733914,2.153724736,0.656780729,0.608259046,5.378950495,1.473761177,4.620274994,0.414606975
Ca2Tl2O6,4.60129601,,0,1,4,1,1,1.62,0.654602228,1.057539683,0.904761905,1.057539683,-2.44,-1.82,25,1.1,79.4,-0.6,2.588,49.215948,1.2505,-0.6081034,0.807561727,-30.75638586,19.20504651,1.483406945,3.250409168,0.320782063,3.722273192,8.057232228,-0.45851128,2.963009964,0.015562261,13.02667903,2.416255448,-3.856393281,23.48100383,0.014700556,13.14468808,2.402363629,-3.810687248,23.52837109,0.36831528,3.855848455,8.180334836,-0.459903919,2.822307403,0.016077606,12.97704641,2.432932225,-3.843704071,23.16753538,0.604927197,0.959144558,4.086837611,1.645823548,4.739204161,0.555621503,0.999138368,5.367246448,0.832024749,2.963713422,0.608943987,0.912186628,4.020533324,1.655896957,4.807343149,0.681884164
Rb2Y2O6,5.55585101,2.270781695,0,1,2,3,0.82,1.22,0.897718174,0.825396825,1.317460317,0.825396825,-2.62,-2.22,20,1.19,67.4,-0.4,2.472,15.015948,1.296,-1.0892522,0.949385181,-22.07971514,7.134015888,3.805570962,15.82442661,0.83525271,-2.119286836,6.068745392,-0.627693797,3.988673436,0.06981234,6.747680703,2.538940709,-2.501688212,9.015291691,0.068592473,6.767028176,2.549042083,-2.456396398,8.895174092,0.870661974,-2.657822836,5.527027278,-1.056726323,4.572283836,0.070966101,6.731526066,2.529458481,-2.544328502,9.130506003,0.600937539,0.157793448,2.518758277,2.012767631,8.45097345,0.836910234,-1.175676401,2.205263509,-5.843713001,67.11146181,0.601788323,0.151928149,2.504964202,2.003849201,8.45475944,0.694806071
BaLiIr2O6,2.28648401,-0.474569305,0,1,3,3,0.935,2.2,0.857257851,0.607142857,0.948412698,0.607142857,-2.505,-1.24,26.1,0.99,76.4,-0.3,2.691,40.315948,1.148,-0.5843701,0.924420346,-32.30048889,12.02852807,3.078585935,11.53693557,0.495952022,-2.406109999,6.616262275,-0.764865136,2.974524153,0.765812083,-2.580437075,2.928479383,0.205024915,3.434605424,0.759724938,-2.584824138,2.913984892,0.155624901,3.216283485,0.479246384,-2.398376162,6.595335653,-0.790382647,2.964510454,0.771008732,-2.576122797,2.940725056,0.242765187,3.590813076,0.809932262,-1.645940767,3.708194163,1.126122141,4.967468257,0.685852082,-3.130920109,5.199127015,0.770992048,2.222861068,0.80613613,-1.612365825,3.753172239,1.134833247,4.907260665,0.322556458
Sr2Mo2O6,-2.07056299,-3.229292305,4.38,1,4,4,0.95,2.16,0.896479359,0.615079365,1.047619048,0.615079365,-2.49,-1.28,20.8,1.05,74.8,0,2.686,34.815948,1.175,-1.2608454,0.939302833,-32.9695909,10.1772556,3.212383539,11.52510901,0.423490011,-2.136459554,7.042070738,-1.016037876,3.238725722,0.491347223,-1.05133342,2.938484451,-1.038219263,3.645801267,0.493127045,-1.023764525,2.96421904,-0.993176837,3.605808971,0.413743125,-1.461689072,7.14995705,-1.048857429,3.299676016,0.494099745,-1.059202488,2.927939926,-1.057539079,3.682099139,0.866905199,-3.633889421,3.02613436,1.144236343,5.328715369,0.847197975,-4.604618051,3.964862625,1.625798754,4.461090886,0.858502008,-3.59015536,3.068296176,1.124046748,5.113552911,0.349752468
Ag2Ru2O6,1.85494501,-0.608896305,0,1,2,3,1.93,2.2,0.86379173,0.524603175,0.862433862,0.524603175,-1.51,-1.24,23,0.94,87.2,-0.4,2.89,110.015948,1.105533333,-1.6931078,0.134849291,2.814582348,3.509427025,-2.304102911,10.24875605,0.459400091,-2.522873947,7.098820125,-0.767349701,2.775172659,0.729972494,-2.375737826,2.723015791,-0.306421985,1.898828733,0.707800991,-2.365960468,2.735741224,-0.286924388,1.90410961,0.476318954,-2.55082715,7.059841763,-0.794328203,2.782045641,0.750189633,-2.378849579,2.722206171,-0.292665607,2.000834483,0.836174817,-2.089239984,3.174288265,0.981661176,4.899573919,0.719583476,-3.330548598,4.59342098,0.857306295,2.319980555,0.825603121,-1.960002533,3.362145747,1.072496644,4.797384518,0.3385776
BaNaSc2O6,5.46718301,2.248071695,0,1,3,3,0.91,1.36,0.852154326,0.702380952,1.051587302,0.702380952,-2.53,-2.08,15.7,1.075,66.9,-0.3,2.518,19.015948,1.198,-0.7723496,0.488237461,-7.192740826,6.047253419,0.019982729,11.66727013,0.259747238,5.027917443,6.359849973,-1.750425881,5.626236968,0.095060096,5.394393052,2.565513648,-2.218161022,7.966412748,0.095286882,5.401645107,2.570187638,-2.204546483,7.914574175,0.264423401,5.048453866,6.335012724,-1.7706367,5.693168258,0.09638705,5.395661404,2.566695315,-2.211090732,7.981862546,0.653032673,0.259305992,3.179589962,1.69663901,5.762733578,0.821648713,-0.28309039,3.513805093,2.062607391,5.990547719,0.65101939,0.203218127,3.099915965,1.713193669,5.961299507,0.680768068
