name,O,OH,U_param,spin,oxidation_states_A,oxidation_states_B,electronegativity_A,electronegativity_B,Tolerance_factor,Octahedral_factor,ionic_ration_AO,ionic_ration_BO,Diff_A_O,Diff_B_O,Z_1,atomic_radius_1,mendeleev_no_1,common_oxidation_states_1,X_1,thermal_conductivity_1,average_ionic_radius_1,atomic_orbitals_1,s_filling,s_center,s_sigma_c,s_skewness,s_kurtosis,dz2_filling,dz2_center,dz2_sigma_c,dz2_skewness,dz2_kurtosis,dzx_filling,dzx_center,dzx_sigma_c,dzx_skewness,dzx_kurtosis,dzy_filling,dzy_center,dzy_sigma_c,dzy_skewness,dzy_kurtosis,dx2_y2_filling,dx2_y2_center,dx2_y2_sigma_c,dx2_y2_skewness,dx2_y2_kurtosis,dxy_filling,dxy_center,dxy_sigma_c,dxy_skewness,dxy_kurtosis,pz_filling,pz_center,pz_sigma_c,pz_skewness,pz_kurtosis,px_filling,px_center,px_sigma_c,px_skewness,px_kurtosis,py_filling,py_center,py_sigma_c,py_skewness,py_kurtosis,eg_ratio
Tl2Os2O6,0.75042801,-0.196812305,0,1,2,4,1.62,2.2,0.948357129,0.534126984,1.057539683,0.534126984,-1.82,-1.24,36.2,1,88.8,-0.2,2.828,26.815948,1.1571,-0.618119,0.919747552,-3.527017846,3.500487366,-0.260190774,7.169282173,0.400607972,-1.861618473,7.229488681,-0.806013812,2.910440168,0.71754734,-2.102817482,2.994646569,-0.041091494,3.571434797,0.690030948,-2.112031,2.965400978,-0.149000166,3.113993544,0.423824582,-1.896283993,7.182937259,-0.843268064,2.899725762,0.734337724,-2.101632246,3.006617531,0.016395617,3.850248135,0.802650264,-1.904051515,4.035414438,1.255303116,4.693082859,0.675815715,-2.679502043,6.214316527,0.90111907,2.361974523,0.789419983,-1.865306048,4.094688057,1.27862128,4.74039308,0.302807224
SrNaMn2O6,4.42601701,1.601808695,3.9,2,3,2,0.94,1.55,0.926340761,0.514550265,0.984126984,0.514550265,-2.5,-1.89,14.7,1.02,75.2,-0.5,2.562,19.075948,1.133666667,-0.9129162,0.412591716,-6.259276025,11.10539736,-0.430957799,6.895532592,0.38881065,0.346621008,5.131968558,-0.993974723,4.772651745,0.510556376,-0.087898997,4.567864779,0.646489712,3.75016494,0.508980635,-0.082473243,4.577343771,0.656257716,3.784566454,0.388454449,0.325883786,5.102734404,-1.035054568,4.77827868,0.512411531,-0.104245847,4.542073871,0.624698023,3.6894143,0.595867778,0.848093981,5.239131062,1.500168506,4.768038979,0.648244314,-0.040948114,6.638731255,0.98683192,5.960654021,0.597700501,0.828820466,5.21134395,1.500900049,4.788833922,0.350195633
BaAgY2O6,5.71376901,,0,1,3,3,1.41,1.22,0.783453818,0.825396825,1.022486772,0.825396825,-2.03,-2.22,22.9,1.095,74.1,-0.3,2.59,48.215948,1.221666667,-1.1964477,0.553773577,-10.70492143,4.043311961,1.404045625,16.09005977,0.939970435,-3.775081738,5.277997812,-1.443110219,4.186494466,0.198819504,4.915016635,3.553446657,-1.326337074,3.33735088,0.215556632,4.659541989,3.608881807,-1.201564134,3.026509261,0.929230787,-3.589507596,5.245106506,-1.569591073,4.259584753,0.192894465,5.072500007,3.544489311,-1.380619552,3.485440854,0.660056973,-0.147286106,2.414930281,1.609168149,8.029380702,0.855885237,-1.3129574,2.409378778,-5.900453251,58.890982,0.666900737,-0.239437402,2.28836188,1.649642432,9.16727585,0.688017857
LaRbNb2O6,-1.44228599,,0,1,4,5,0.96,1.6,0.90972007,0.650793651,1.123809524,0.650793651,-2.48,-1.84,22.4,1.08,75.4,0.2,2.576,17.915948,1.2032,-1.0568842,0.999411673,-29.81682234,3.41263056,6.791327614,50.68184209,0.997133919,-9.041027594,4.874617885,-1.516479676,3.763425381,0.483821135,-1.415621106,3.073944467,-0.964772385,3.092783254,0.538763085,-1.534668957,3.092551121,-0.876650061,3.017234812,0.99870208,-8.675859587,4.921100414,-1.579318199,3.86376524,0.434835705,-1.262190603,3.093176343,-1.015962279,3.121141654,0.921190932,-4.250814683,2.14819664,0.03053918,12.12409473,0.996674957,-6.108220254,2.59753787,-7.883051423,81.79255745,0.933763216,-4.332447783,2.060042271,-0.106424954,13.8801664,0.455632166
Rb2Ta2O6,1.54905601,-0.178634305,0,1,2,5,0.82,1.5,0.992669135,0.650793651,1.317460317,0.650793651,-2.62,-1.94,26.8,1.12,72.8,0,2.528,23.015948,1.252,-0.7847902,0.939971373,-22.25264496,8.084431368,3.365300727,12.62482064,0.420746774,0.596569571,8.393419631,-0.804551202,2.556452586,0.242728767,1.628663366,3.306237451,-1.002792461,3.301981044,0.235920106,1.638788917,3.316900202,-0.989226282,3.262948378,0.408098176,1.305814622,8.445377523,-0.884179355,2.666191339,0.242839035,1.622731504,3.299895304,-1.009083733,3.341641912,0.809051845,-1.147497593,3.460999513,1.458993766,5.6704653,0.798387947,-1.891426844,5.32887487,1.354517532,3.271383399,0.813409037,-1.141535033,3.448663946,1.41638201,5.475994973,0.566361218
LaSrCu2O6,4.87023501,2.048419695,0,1,5,2,1.025,1.9,0.851927689,0.650793651,0.988888889,0.650793651,-2.415,-1.54,20.1,1.025,79.8,-0.3,2.649,84.815948,1.1692,-0.7159834,0.999425328,-30.61808146,4.544125344,5.83796159,36.55679612,0.781259728,-2.706170259,3.330668041,-1.292940248,7.303962269,0.967593451,-2.741797194,1.515377487,0.086075209,4.418100115,0.965458241,-2.740370836,1.518601061,0.100004472,4.428086514,0.744173445,-2.706225051,3.324527653,-1.31722081,7.291207085,0.972912562,-2.743999209,1.510682056,0.06693144,4.409013274,0.872105814,-1.548204239,1.746364582,-2.418398355,20.76967721,0.703557783,-2.58071339,2.876608012,0.230918179,2.142732585,0.873113663,-1.551650207,1.744871381,-2.434012307,20.77624037,0.355126839
LaScV2O6,-0.95513899,-2.699076305,3.25,1,6,5,1.23,1.63,0.794215396,0.617063492,0.816269841,0.617063492,-2.21,-1.81,17.2,0.985,76.6,0.4,2.636,9.115948,1.1172,-0.5868819,0.8972617,-19.06319941,4.78055062,2.137604597,17.76521438,0.795683046,-6.181351062,5.584549467,-0.781910207,4.107083115,0.364428165,-0.412472589,2.426141681,-1.924638314,6.60140237,0.366526066,-0.405936008,2.435501322,-1.893374541,6.520104125,0.911396297,-6.997607932,4.996731662,-1.203415959,5.107879173,0.365627136,-0.422229253,2.416073272,-1.957980574,6.684314636,0.911269072,-4.500407256,2.434029934,0.03580239,10.17395105,0.994742753,-6.209575034,2.467120195,-9.253082219,129.7303173,0.908894683,-4.491646492,2.443713955,0.051993655,10.10540908,0.348680692
BaAgTi2O6,3.71837401,,0,1,3,4,1.41,1.54,0.853327757,0.675925926,1.022486772,0.675925926,-2.03,-1.9,19.5,1.015,79.3,-0.1,2.654,49.215948,1.184,-0.8904441,0.573109031,-10.21036004,3.495597735,1.472278293,20.24604752,0.384773756,0.911924153,5.521816275,-1.446776941,4.954607668,0.142052473,2.455607749,2.264332092,-1.852996053,6.274707343,0.139158822,2.463668145,2.274763697,-1.815751377,6.191927272,0.423486635,0.907399696,5.686142448,-1.312119191,4.601941203,0.141625468,2.446325939,2.254106805,-1.888447244,6.355859765,0.755433602,-1.013603406,2.291575257,0.023286926,8.733499974,0.923223776,-2.465423632,3.015531413,-2.835465106,43.01443862,0.75361691,-0.996218643,2.311766127,0.058669103,8.597073929,0.587203145
La2Nb2O6,-2.41106099,-1.694749305,0,1,6,5,1.1,1.6,0.826771006,0.650793651,0.93015873,0.650793651,-2.34,-1.84,24.4,1.04,77.8,0.4,2.604,13.415948,1.1544,-0.9566024,0.999022381,-33.48171658,4.165737325,6.155922443,40.35672463,0.997733748,-9.771069772,4.977217625,-1.519432756,3.739963141,0.632905913,-1.897699083,3.217542702,-1.121793179,3.495301306,0.640804546,-1.930808554,3.234634514,-1.067012276,3.449232897,0.998350555,-9.405911333,5.033448058,-1.567526238,3.826236551,0.597351511,-1.777729811,3.220724246,-1.168796657,3.549553625,0.961271006,-5.455174903,2.067004552,0.01259221,15.67582533,0.996620028,-6.82077048,2.609872607,-7.580674453,76.28428156,0.961548305,-5.487702161,2.031696771,-0.037437448,16.70370219,0.397682309
La2Co2O6,3.46221601,0.742526695,3.32,2,6,2,1.1,1.88,0.847830908,0.60978836,0.93015873,0.60978836,-2.34,-1.56,21.6,1.02,80,-0.2,2.66,22.615948,1.144066667,-0.5901632,0.998234547,-29.89010906,4.936792724,5.077285916,27.84245628,0.353617018,-0.54023455,4.333247367,-1.700396917,6.935970177,0.902218802,-2.283471793,1.882006309,-0.564215906,5.458846233,0.894199636,-2.281266402,1.885566229,-0.552688784,5.435364239,0.37409538,-0.544419466,4.322806877,-1.722892382,6.963831831,0.912876936,-2.286749004,1.877832486,-0.57501246,5.493983075,0.932589347,-2.187678718,2.185618103,-1.436786745,14.70092074,0.758345886,-2.793279489,3.284564834,0.835413998,2.79115152,0.932071595,-2.191505369,2.186305616,-1.436104027,14.66736059,0.222977073
La2V2O6,-1.14098499,-1.169554305,3.25,1,6,5,1.1,1.63,0.844016536,0.617063492,0.93015873,0.617063492,-2.34,-1.81,20.8,1.02,78,0.4,2.61,8.815948,1.1459,-0.5844574,0.998903564,-32.826224,4.649443052,5.393496261,31.38376265,0.953523772,-7.590319088,4.641093044,-1.55661316,5.753432137,0.46198344,-0.542657121,2.338512048,-2.057877407,7.785325468,0.471841882,-0.575143752,2.356189387,-2.01083844,7.58818406,0.97389564,-7.455595172,4.491969259,-1.858499558,6.239601485,0.468736237,-0.563362611,2.330942219,-2.085722618,7.857076064,0.958102717,-4.909291598,2.14988538,-0.714394278,16.67117508,0.997168344,-6.234035272,2.255923289,-9.813060182,148.5429474,0.956138183,-4.910929702,2.153888321,-0.692504411,16.65445788,0.288795195
BaSrMo2O6,-2.57480099,-3.345250305,4.38,1,4,4,0.92,2.16,0.926014532,0.615079365,1.115079365,0.615079365,-2.52,-1.28,22.6,1.065,74.7,0,2.68,33.115948,1.192,-1.1272104,0.943352729,-29.0829842,9.012487476,3.318447432,12.60499142,0.402541926,-1.735388473,6.803901531,-1.098513561,3.497077367,0.495994418,-0.999961042,2.850039295,-1.041944708,3.951510698,0.497916906,-0.976484606,2.873405052,-0.998176077,3.904996423,0.392486673,-1.082234295,6.880524445,-1.139972724,3.581139377,0.498740539,-1.00857878,2.838942476,-1.063908583,3.987731607,0.865883792,-3.451956541,2.9872357,1.048521951,5.521539063,0.831382961,-4.282900171,4.069762252,1.521761294,4.004527438,0.857463026,-3.412633933,3.02137504,1.023468179,5.283198969,0.339983392
Li2Ag2O6,4.97437601,,0,1,2,1,0.98,1.93,0.650859651,0.862433862,0.714285714,0.862433862,-2.46,-1.51,14.8,0.97,77.2,-0.8,2.646,103.015948,1.153333333,-1.1885432,0.88194652,-38.39048277,17.36019869,2.307735051,6.371011294,0.752262658,-3.618685568,4.784549523,-0.305607431,4.2523456,0.912177725,-3.753553691,2.405823507,2.440438673,15.0921828,0.911413094,-3.777361759,2.313832457,2.129849471,12.71183372,0.716664334,-3.657173488,4.719992955,-0.393914693,4.169413833,0.913578692,-3.738452613,2.465344962,2.61853612,16.39462384,0.57045696,0.257515595,3.672348341,1.680253865,6.067454271,0.566664881,-0.616991397,5.468324556,1.105083385,3.797010666,0.568569259,0.350026132,3.837074036,1.730930418,6.162875885,0.366345207
BaSrNb2O6,-1.50791799,-1.243605305,0,1,4,5,0.92,1.6,0.905980563,0.650793651,1.115079365,0.650793651,-2.52,-1.84,22.4,1.065,74.1,0.2,2.568,16.115948,1.201,-1.0875842,0.96453301,-30.44289424,7.44768177,4.083673144,18.88556134,0.48318141,-2.719797771,7.004395973,-0.899832086,3.065798172,0.328389634,-0.27041003,2.879343894,-1.469242376,4.54826859,0.336779068,-0.245186997,2.899149113,-1.429937164,4.476998954,0.648398899,-4.458977158,6.961420762,-0.578426757,2.879245627,0.308420922,-0.271789145,2.870352307,-1.491873295,4.60141777,0.898199553,-4.172191557,2.452480432,0.615792951,8.723766632,0.981058504,-6.039625915,2.794028659,-5.195856115,59.12646478,0.873712096,-3.980191828,2.713688339,0.841238256,7.207816512,0.427968362
LaRbY2O6,5.03170401,-0.370773305,0,1,4,3,0.96,1.22,0.822703368,0.825396825,1.123809524,0.825396825,-2.48,-2.22,22,1.15,69.8,-0.2,2.5,10.515948,1.2472,-0.9889704,0.998962505,-27.69311763,3.408716412,7.420672675,62.24648541,0.967635304,-4.201341661,5.15236589,-1.650864398,3.985792421,0.889144741,-1.39115393,1.835470272,0.214872864,14.54981071,0.848461403,-1.135759206,2.14275472,0.559179279,9.240259086,0.954524211,-3.909924148,5.205376143,-1.669205711,4.044704744,0.881039349,-1.310321768,1.939767629,0.448560048,12.5017151,0.796959185,-0.969713306,1.224295183,-2.230721433,34.55123516,0.88601338,-1.460013456,2.412601364,-6.822879278,63.85200744,0.789122983,-0.964233176,1.231994865,-2.173177546,33.76081251,0.677278307
Rb2Cd2O6,5.36252001,,0,1,2,2,0.82,1.69,0.878617788,0.865079365,1.317460317,0.865079365,-2.62,-1.75,21.8,1.14,77.4,-0.6,2.566,31.015948,1.306,-1.4690412,0.948171127,-21.4342332,7.360845489,3.770247863,15.48621246,0.918265725,-5.858731328,3.125308544,0.589845691,7.062185162,0.988462782,-6.158565893,1.433790148,3.518011354,20.2866887,0.98826823,-6.161044185,1.419020711,3.389192767,18.38122299,0.928245088,-5.8799136,3.075118831,0.481831429,6.864549319,0.988884878,-6.157534523,1.440376314,3.576246252,21.1257894,0.621024799,-0.106576309,2.270700615,2.557459548,14.77654509,0.655866353,-0.956517318,3.587847973,0.86243293,4.409784031,0.6206373,-0.060687869,2.357046093,2.523883465,13.71630431,0.392541027
BaRbIr2O6,2.73533601,,0,1,3,3,0.855,2.2,0.989949494,0.607142857,1.25,0.607142857,-2.585,-1.24,29.5,1.08,76.1,-0.3,2.675,37.615948,1.224,-0.6873212,0.959485724,-23.66260803,6.834098828,4.047731589,18.53081148,0.497987226,-2.288708561,6.186892407,-0.839132079,3.24338423,0.799782381,-2.537382648,2.624190279,0.052529196,3.264399665,0.781160107,-2.534326949,2.626203068,0.042129082,3.164360988,0.475505119,-2.273611279,6.169972729,-0.866034233,3.230988021,0.81377926,-2.540640026,2.62125532,0.058456315,3.341352349,0.875517975,-1.925739233,3.017541269,1.124773926,7.130153789,0.678776752,-2.989322569,4.929592228,0.761714416,2.121013099,0.86220186,-1.859445398,3.100206868,1.129642101,6.696631689,0.31170825
Ag2Au2O6,4.96550801,,0,1,2,3,1.93,2.54,0.71216477,0.849206349,0.862433862,0.849206349,-1.51,-0.9,30,0.95,88.8,-0.4,2.958,150.015948,1.187333333,-1.199902,0.132787355,3.621324733,2.899095011,-2.284457641,11.27226154,0.746089148,-3.657921392,5.262672426,-0.550871437,3.294389012,0.939004741,-3.902024566,2.156965631,0.864845228,2.58260591,0.930842395,-3.897387912,2.166634665,0.880171626,2.613391444,0.661220114,-3.664229802,5.236297697,-0.592703598,3.243984096,0.948774032,-3.90224217,2.15929352,0.892501381,2.836766427,0.774628451,-0.957948956,2.394221811,0.58801477,6.313412987,0.624646319,-2.321284585,4.460464935,0.478805456,2.078213055,0.771999009,-0.81578386,2.64302783,0.96181695,6.407686139,0.350373209
BaAgIr2O6,2.55863001,,0,1,3,3,1.41,2.2,0.889848781,0.607142857,1.022486772,0.607142857,-2.03,-1.24,30.5,1.005,82.3,-0.3,2.786,74.815948,1.166666667,-0.8961251,0.558989957,-11.08378561,4.642836578,0.945889773,15.30131435,0.485283675,-2.416372444,6.453415197,-0.81033881,3.065962172,0.805540985,-2.630043089,2.678740137,-0.107251386,2.672603059,0.784820468,-2.616170398,2.698383794,-0.077490048,2.677746211,0.472036147,-2.408070077,6.432611272,-0.837140303,3.055330188,0.823611063,-2.644257078,2.658242603,-0.142287621,2.642928792,0.879260494,-2.246032996,2.796663925,0.607539641,5.771247358,0.703777726,-3.481892282,4.777077477,0.803846385,2.166213099,0.880027108,-2.310786948,2.697045903,0.481174575,5.862937735,0.307879404
Tl2Nb2O6,1.24448101,-0.558939305,0,1,2,5,1.62,1.6,0.881333813,0.650793651,1.057539683,0.650793651,-1.82,-1.84,29.2,1.03,86.8,0,2.708,20.015948,1.1865,-0.9871598,0.912121663,-3.120264817,2.971932736,-0.600101162,6.816467403,0.324175646,1.390098031,7.006810312,-1.181141806,3.667116532,0.238443291,0.828254391,2.871960706,-1.043566263,3.34996453,0.254134744,0.845057339,2.890251001,-1.011824266,3.302792682,0.344037418,1.38887449,6.991365524,-1.198739484,3.668174675,0.234673447,0.806682979,2.846149641,-1.098257067,3.376178999,0.756912447,-1.374380833,3.364483273,0.925841593,4.410725431,0.795402843,-2.483124835,5.098538233,-0.034155596,8.608434391,0.767249393,-1.437341622,3.272289725,0.875056661,4.44587074,0.510589186
Na2Ga2O6,5.36059701,,0,1,2,3,0.93,1.81,0.847127926,0.603174603,0.920634921,0.603174603,-2.51,-1.63,13.2,0.98,79,-0.4,2.612,33.815948,1.14,-1.0011012,0.050934702,8.916343304,3.170115188,-2.662930098,14.91305387,0.691549388,-1.784679239,7.763513878,-0.2209853,3.013563859,0.177395688,11.74647036,6.682905041,-1.432457273,3.281583543,0.16226252,12.15265433,6.48630043,-1.591304345,3.750637256,0.714378183,-1.562861793,8.115578628,-0.043018407,3.011779456,0.219521383,10.66793819,6.942162803,-1.154077516,2.524165617,0.60387525,1.218794613,5.007814442,1.809673591,4.966009331,0.637035493,1.557661791,6.969976254,0.88038245,2.344302651,0.60704762,1.065517552,4.790881219,1.860562063,5.213599582,0.722438109
Sr2Ta2O6,-2.70341399,-2.150183305,0,1,4,5,0.95,1.5,0.877084373,0.650793651,1.047619048,0.650793651,-2.49,-1.94,27,1.05,74,0.2,2.554,18.415948,1.184,-0.8488434,0.936167596,-33.92055942,10.37340888,3.131119513,10.99253245,0.575091,-4.576769837,8.451947057,-0.481574675,2.200960233,0.326965425,-0.299704018,3.568922208,-1.212993901,3.742183085,0.341352411,-0.290482839,3.580890126,-1.195667683,3.705648656,0.757215277,-7.012023931,7.881263018,-0.188007106,2.434705503,0.305112228,-0.312268965,3.552232642,-1.239800145,3.781435441,0.832625937,-4.311896363,3.49070327,1.207247852,4.13302305,0.963638564,-6.703356885,2.403802994,2.827122827,15.97887289,0.831146235,-4.33373327,3.45438849,1.195280246,4.132769344,0.483766361
BaSrY2O6,4.98109801,1.151448695,0,1,4,3,0.92,1.22,0.819321553,0.825396825,1.115079365,0.825396825,-2.52,-2.22,22,1.135,68.5,-0.2,2.492,8.715948,1.245,-1.0196704,0.943872523,-27.19214217,8.807937251,3.460077584,13.67255126,0.937369508,-3.8530473,5.285443806,-1.436288118,4.102907746,0.235925178,4.331031147,3.612760989,-1.153320694,2.975155296,0.261828163,3.991093283,3.658849535,-1.008716708,2.67463349,0.923620171,-3.648163291,5.266429025,-1.546923335,4.168705811,0.250697641,4.244562582,3.677573888,-1.084341265,2.790199377,0.705660993,-0.398528658,2.256884954,1.617803159,9.814265025,0.841485225,-1.311389435,2.520834253,-5.319626991,52.56303955,0.696764389,-0.34878784,2.319400771,1.593995998,9.145243064,0.672916497
Li2Hf2O6,5.05307201,,0,1,2,4,0.98,1.3,0.723862866,0.674603175,0.714285714,0.674603175,-2.46,-2.14,19.8,0.96,73,-0.2,2.52,21.615948,1.106,-0.5772182,0.951865862,-42.59267341,11.48718993,3.978163648,16.98176108,0.97612717,-5.849433342,5.593221047,-1.06450214,2.796372511,0.195079942,4.666125926,3.645432323,-1.27908571,3.131179352,0.190053104,4.697314011,3.613980901,-1.293075281,3.223507896,0.977242973,-5.575946754,5.628110551,-1.165025535,2.727537707,0.182396234,4.909750592,3.589965706,-1.39978971,3.450133663,0.677294032,-0.445433419,2.524269914,1.710874241,6.118385706,0.946940791,-2.179251619,1.416805021,0.11015306,20.20026231,0.667730819,-0.415131059,2.571837432,1.718926186,6.084833743,0.649858255
Ag2Hf2O6,4.46647901,,0,1,2,4,1.93,1.3,0.786418916,0.674603175,0.862433862,0.674603175,-1.51,-2.14,28.6,0.99,84.8,-0.2,2.71,90.615948,1.143333333,-1.2007282,0.116668432,4.655184166,4.533826648,0.763336728,6.043369586,0.317386356,5.689007266,8.808435156,-1.119909818,3.166745105,0.133590374,5.793914466,3.998978417,-0.536692969,4.868611785,0.132973316,5.78300921,3.978972212,-0.571496978,4.86966861,0.32970654,5.686778027,8.79001307,-1.13173501,3.174002532,0.134795233,5.770846008,3.981304936,-0.547839328,4.924856858,0.593739474,1.076074714,4.853185791,1.574664607,4.829238085,0.739113263,1.470582813,6.897570728,1.130979117,2.52474977,0.592233707,1.019284975,4.762127953,1.559821764,4.773039139,0.655267143
BaLiTi2O6,4.54381401,2.025427695,0,1,3,4,0.935,1.54,0.822074419,0.675925926,0.948412698,0.675925926,-2.505,-1.9,15.1,1,73.4,-0.1,2.559,14.715948,1.165333333,-0.5786891,0.95267188,-31.96702522,9.779013239,3.804082415,17.29032367,0.259584551,3.111850754,5.50037282,-1.660727212,5.788947123,0.139274921,2.714192154,2.389812504,-1.577544818,5.626464589,0.137085665,2.72881893,2.405566672,-1.529437249,5.549405227,0.274072032,3.131408241,5.488846819,-1.679293345,5.815827884,0.14037696,2.6999493,2.375515785,-1.621163024,5.69970508,0.679435752,-0.666531356,2.652900894,0.821285961,8.416651909,0.800517714,-1.243325941,4.171105938,-0.459441481,14.09983909,0.677818467,-0.686980022,2.618425634,0.774374823,8.521925582,0.588796456
LaCaCr2O6,2.04492401,,3.7,2,5,3,1.05,1.66,0.776531811,0.746031746,0.917460317,0.746031746,-2.39,-1.78,17.3,1.015,76.9,-0.1,2.606,40.115948,1.1752,-0.5802706,0.97056157,-33.31079188,8.419465635,4.036504674,17.98913657,0.274673406,1.63342154,5.221432726,-1.590048661,5.826998666,0.432947455,0.839744457,3.636324002,-0.239515633,2.026721054,0.430475346,0.84597722,3.640464857,-0.23864636,2.022692745,0.295109386,1.646597926,5.212092972,-1.607009548,5.845520689,0.435054537,0.826757629,3.626314321,-0.245153426,2.024462129,0.814465673,-1.432664159,2.908695071,0.692448464,7.799795788,0.800972815,-2.156674283,4.046903758,-0.552126172,18.05845485,0.82036746,-1.446791436,2.880361421,0.652297644,7.874240566,0.324200639
BaScMo2O6,-2.64692399,,4.38,1,5,4,1.125,2.16,0.850439237,0.615079365,0.942460317,0.615079365,-2.315,-1.28,20.9,1.025,75.1,0.1,2.721,31.215948,1.1485,-0.9973265,0.559103425,-12.1896445,4.933393489,1.004784046,14.94583541,0.389653284,-1.529561085,7.116805733,-1.075347965,3.359439764,0.478312393,-1.033910464,2.927759443,-1.107943471,3.723363421,0.473324363,-1.015815181,2.945070858,-1.079225897,3.673138082,0.377338934,-0.855460698,7.156461791,-1.143122812,3.494102977,0.474664998,-1.053712809,2.908474678,-1.143506005,3.766214751,0.837667522,-3.555511227,3.161133589,1.016593682,4.520395276,0.823510032,-4.362762825,4.286077648,1.499322992,3.86385517,0.836006359,-3.594917831,3.11036532,1.005731901,4.60871993,0.35530051
LaSrCr2O6,2.14762401,0.882208695,3.7,2,5,3,1.025,1.66,0.805458906,0.746031746,0.988888889,0.746031746,-2.415,-1.78,19.1,1.035,76.8,-0.1,2.601,23.615948,1.1932,-0.7116612,0.955683089,-29.61546533,9.034719009,3.510892192,13.79119704,0.267948152,1.710338832,5.068971045,-1.620762524,6.06793826,0.428216816,0.8720766,3.63718401,-0.197655477,2.048700994,0.426421505,0.878318137,3.64115018,-0.197447156,2.042956527,0.288593987,1.708814626,5.059382975,-1.637772926,6.084826636,0.429356153,0.864870745,3.630621848,-0.202366214,2.045764994,0.769857951,-1.032855837,3.27326925,0.933567422,6.519288923,0.793138657,-2.007219305,4.025606176,-0.396479959,16.91870197,0.773572785,-1.044358025,3.244839469,0.900564537,6.535292268,0.320958091
Ag2Sn2O6,4.20082901,,0,1,2,-4,1.93,1.96,0.793944456,0.658730159,0.862433862,0.658730159,-1.51,-1.48,24.2,0.97,91.4,-1.8,2.842,99.415948,1.139333333,-2.0767022,0.131598051,3.888041131,3.301660813,-0.924292641,8.953708866,0.97740585,-17.81589356,6.053918021,2.814396259,10.48526231,0.889911957,-15.47718048,10.83451459,2.334638023,6.63787939,0.88831502,-15.42322509,10.89798325,2.310858634,6.520513701,0.977880798,-17.76966133,6.209885583,2.900744533,11.26290445,0.884946092,-15.29137861,11.08687746,2.269179441,6.327345163,0.639000532,0.803967668,4.698370812,1.635007308,5.318249726,0.670136226,0.563998108,6.873747216,0.497231372,2.629763549,0.637702501,0.780631685,4.676959258,1.659236823,5.470709835,0.414762015
Sr2La2O6,4.21552701,-1.064535305,0,1,4,3,0.95,1.1,0.75013795,0.93015873,1.047619048,0.93015873,-2.49,-2.34,23.8,1.15,70.2,-0.2,2.474,9.615948,1.2544,-0.8403272,0.929075206,-31.72753284,10.70821783,3.01644408,10.20028339,0.953423858,-4.222342971,4.995638317,-1.656031203,4.561897173,0.442279084,1.902499252,3.797548676,-0.265122923,1.438942147,0.440734823,1.851044521,3.744866437,-0.276884609,1.463760245,0.950917294,-3.955464244,5.043195693,-1.699849229,4.530171939,0.461211861,1.754171171,3.810144775,-0.188083853,1.402530921,0.876798977,-1.121978288,1.909079254,1.506519048,11.72175146,0.845300512,-1.751739093,3.083360919,-3.426020924,19.55718081,0.868867433,-1.098846446,1.931169946,1.472231493,11.20284732,0.652484912
LaCaCu2O6,4.87102701,2.039231695,0,1,5,2,1.05,1.9,0.821331723,0.650793651,0.917460317,0.650793651,-2.39,-1.54,18.3,1.005,79.9,-0.3,2.654,101.315948,1.1512,-0.5845928,0.999264088,-33.75880499,5.00803331,5.827467963,36.5747258,0.774535731,-2.78632716,3.489329365,-1.223884276,6.7643166,0.95879689,-2.817928894,1.60665794,0.078607953,4.006352742,0.955257214,-2.816406247,1.610010396,0.09187058,4.018160651,0.739824497,-2.786923475,3.482254589,-1.248277851,6.754250612,0.964943316,-2.82034088,1.601833484,0.060903827,3.997668155,0.854579074,-1.630299802,1.824499748,-2.041895276,17.76245464,0.704237425,-2.654113573,2.993232493,0.23589937,2.142078571,0.857494855,-1.633018985,1.822918119,-2.055400188,17.78272923,0.356271332
Li2Au2O6,4.74533901,,0,1,2,3,0.98,2.54,0.655515299,0.849206349,0.714285714,0.849206349,-2.46,-0.9,21.2,0.92,77,-0.4,2.768,81.015948,1.15,-0.576392,0.840123389,-35.94179668,20.97821435,1.862465905,4.585202236,0.693463774,-3.401330774,5.843600171,-0.07302096,3.90807827,0.805370692,-1.954128272,6.717786884,2.405437553,7.90472422,0.806322227,-2.035320161,6.592231725,2.446968075,8.173042138,0.649319207,-3.447437837,5.777287203,-0.127411367,3.87385932,0.804202068,-1.854689055,6.877114965,2.363810542,7.642676842,0.536084297,1.453499561,6.006571056,1.705676808,5.293384259,0.495938601,0.848558034,7.661318874,0.785640888,2.652317854,0.534736433,1.577135751,6.205569999,1.713555773,5.276758317,0.357439074
BaRbSc2O6,5.52595801,2.345670695,0,1,3,3,0.855,1.36,0.934567704,0.702380952,1.25,0.702380952,-2.585,-2.08,18.3,1.13,66.7,-0.3,2.507,10.815948,1.248,-0.6795146,0.935799037,-21.61784981,8.214834307,3.373095506,13.2505222,0.24787365,4.960729286,6.007615587,-1.860556491,6.190851907,0.092599587,5.203263759,2.42507956,-2.300248492,8.673112833,0.092781789,5.205647864,2.427905292,-2.290952882,8.627722522,0.254083225,4.960714499,5.993004185,-1.873941631,6.232572614,0.093964568,5.199687842,2.421089215,-2.31600373,8.722661828,0.671280266,0.099447403,2.851674431,1.746915896,6.926640826,0.82500149,-0.296042616,3.419016189,2.03680218,5.868248372,0.66287731,0.145736834,2.90593703,1.706117428,6.570527796,0.676086713
